nen3610id,code,syntax_aantaldoorstroomopeningen,syntax_afslagpeil,syntax_afvoercoefficient,syntax_breedteopening,syntax_categorie,syntax_code,syntax_created_date,syntax_detailniveaugeometrie,syntax_drempelpeil,syntax_featuretype,syntax_filteruitstroming,syntax_functiegemaal,syntax_globalid,syntax_hyperlink,syntax_indicatiewaterkerend,syntax_kerendehoogte,syntax_last_edited_date,syntax_lvpublicatiedatum,syntax_maximalecapaciteit,syntax_metadataid,syntax_naam,syntax_namespace,syntax_nen3610id,syntax_objectid,syntax_ontwerpbuitenwaterstand,syntax_openingspeil,syntax_openkeerpeil,syntax_opmerking,syntax_richting,syntax_signaleringspeil,syntax_sluitpeil,syntax_statusleggerwatersysteem,syntax_statusleggerwaterveiligheid,syntax_statusobject,syntax_typewaterkerendeconstructie,syntax_waterkeringid,syntax_geometry,syntax_oordeel,general_000_pomp_aantal_pompen,general_001_pomp_capaciteit,validate_000_aantal_pompen_gt_0,validate_001_capaciteit_gt_0,validate_002_geen_overlap,rating,valid,invalid,invalid_critical,invalid_non_critical,ignored,summary,tags_assigned,tags_invalid,date_check
NL.WBHCODE.12.GEMAAL.KGM-E-242,KGM-E-242,,nan -> NULL (fouten: 1),nan -> NULL (fouten: 1),nan -> NULL (fouten: 1),,,NaT -> NULL (fouten: 1),<NA> -> NULL (fouten: 1),nan -> NULL (fouten: 1),,,onderbemaling -> NULL (fouten: 6),,,,nan -> NULL (fouten: 1),NaT -> NULL (fouten: 1),,,,,,,(fouten: 2),nan -> NULL (fouten: 1),nan -> NULL (fouten: 1),nan -> NULL (fouten: 1),,,nan -> NULL (fouten: 1),nan -> NULL (fouten: 1),,,,,,,False,0.0,0.0,False,False,True,1,2,0;1,0;1,,,aantal pompen = 0;capaciteit = 0,,,2025-06-06T08:52:12.186353
NL.WBHCODE.12.GEMAAL.KGM-Q-29336,KGM-Q-29336,,nan -> NULL (fouten: 1),nan -> NULL (fouten: 1),nan -> NULL (fouten: 1),,,NaT -> NULL (fouten: 1),<NA> -> NULL (fouten: 1),nan -> NULL (fouten: 1),,,onderbemaling -> NULL (fouten: 6),,,,nan -> NULL (fouten: 1),NaT -> NULL (fouten: 1),,,,,,,(fouten: 2),nan -> NULL (fouten: 1),nan -> NULL (fouten: 1),nan -> NULL (fouten: 1),,,nan -> NULL (fouten: 1),nan -> NULL (fouten: 1),,,,,,,False,0.0,0.0,False,False,True,1,2,0;1,0;1,,,aantal pompen = 0;capaciteit = 0,,,2025-06-06T08:52:12.186353
NL.WBHCODE.12.GEMAAL.KGM-JH-5073,KGM-JH-5073,,nan -> NULL (fouten: 1),nan -> NULL (fouten: 1),nan -> NULL (fouten: 1),,,NaT -> NULL (fouten: 1),<NA> -> NULL (fouten: 1),nan -> NULL (fouten: 1),,,onderbemaling -> NULL (fouten: 6),,,,nan -> NULL (fouten: 1),NaT -> NULL (fouten: 1),,,,,,,(fouten: 2),nan -> NULL (fouten: 1),nan -> NULL (fouten: 1),nan -> NULL (fouten: 1),,,nan -> NULL (fouten: 1),nan -> NULL (fouten: 1),,,,,,,False,0.0,0.0,False,False,True,1,2,0;1,0;1,,,aantal pompen = 0;capaciteit = 0,,,2025-06-06T08:52:12.186353
NL.WBHCODE.12.GEMAAL.KGM-Q-29335,KGM-Q-29335,,nan -> NULL (fouten: 1),nan -> NULL (fouten: 1),nan -> NULL (fouten: 1),,,NaT -> NULL (fouten: 1),<NA> -> NULL (fouten: 1),nan -> NULL (fouten: 1),,,onderbemaling -> NULL (fouten: 6),,,nee -> NULL (fouten: 6),nan -> NULL (fouten: 1),NaT -> NULL (fouten: 1),,,,,,,(fouten: 2),nan -> NULL (fouten: 1),nan -> NULL (fouten: 1),nan -> NULL (fouten: 1),,,nan -> NULL (fouten: 1),nan -> NULL (fouten: 1),,,,,,,False,0.0,0.0,False,False,True,1,2,0;1,0;1,,,aantal pompen = 0;capaciteit = 0,,,2025-06-06T08:52:12.186353
NL.WBHCODE.12.GEMAAL.KGM-Q-29334,KGM-Q-29334,,nan -> NULL (fouten: 1),nan -> NULL (fouten: 1),nan -> NULL (fouten: 1),,,NaT -> NULL (fouten: 1),<NA> -> NULL (fouten: 1),nan -> NULL (fouten: 1),,,onderbemaling -> NULL (fouten: 6),,,nee -> NULL (fouten: 6),nan -> NULL (fouten: 1),NaT -> NULL (fouten: 1),,,,,,,(fouten: 2),nan -> NULL (fouten: 1),nan -> NULL (fouten: 1),nan -> NULL (fouten: 1),,,nan -> NULL (fouten: 1),nan -> NULL (fouten: 1),,,,,,,False,0.0,0.0,False,False,True,1,2,0;1,0;1,,,aantal pompen = 0;capaciteit = 0,,,2025-06-06T08:52:12.186353
NL.WBHCODE.12.GEMAAL.KGM-Q-20391,KGM-Q-20391,,nan -> NULL (fouten: 1),nan -> NULL (fouten: 1),nan -> NULL (fouten: 1),,,NaT -> NULL (fouten: 1),<NA> -> NULL (fouten: 1),nan -> NULL (fouten: 1),,,afvoergemaal -> NULL (fouten: 6),,,nee -> NULL (fouten: 6),nan -> NULL (fouten: 1),NaT -> NULL (fouten: 1),,,,,,,(fouten: 2),nan -> NULL (fouten: 1),nan -> NULL (fouten: 1),nan -> NULL (fouten: 1),,,nan -> NULL (fouten: 1),nan -> NULL (fouten: 1),,,,,,,False,0.0,0.0,False,False,True,1,2,0;1,0;1,,,aantal pompen = 0;capaciteit = 0,,,2025-06-06T08:52:12.186353
NL.WBHCODE.12.GEMAAL.KGM-Q-29298,KGM-Q-29298,,nan -> NULL (fouten: 1),nan -> NULL (fouten: 1),nan -> NULL (fouten: 1),,,NaT -> NULL (fouten: 1),<NA> -> NULL (fouten: 1),nan -> NULL (fouten: 1),,,onderbemaling -> NULL (fouten: 6),,,,nan -> NULL (fouten: 1),NaT -> NULL (fouten: 1),,,,,,,(fouten: 2),nan -> NULL (fouten: 1),nan -> NULL (fouten: 1),nan -> NULL (fouten: 1),,,nan -> NULL (fouten: 1),nan -> NULL (fouten: 1),,,,,,,False,0.0,0.0,False,False,True,1,2,0;1,0;1,,,aantal pompen = 0;capaciteit = 0,,,2025-06-06T08:52:12.186353
NL.WBHCODE.12.GEMAAL.KGM-Q-20421,KGM-Q-20421,,nan -> NULL (fouten: 1),nan -> NULL (fouten: 1),nan -> NULL (fouten: 1),,,NaT -> NULL (fouten: 1),<NA> -> NULL (fouten: 1),nan -> NULL (fouten: 1),,,afvoergemaal -> NULL (fouten: 6),,,,nan -> NULL (fouten: 1),NaT -> NULL (fouten: 1),,,,,,,(fouten: 2),nan -> NULL (fouten: 1),nan -> NULL (fouten: 1),nan -> NULL (fouten: 1),,,nan -> NULL (fouten: 1),nan -> NULL (fouten: 1),,,,,,,False,0.0,0.0,False,False,True,1,2,0;1,0;1,,,aantal pompen = 0;capaciteit = 0,,,2025-06-06T08:52:12.186353
NL.WBHCODE.12.GEMAAL.KGM-JH-2003,KGM-JH-2003,,nan -> NULL (fouten: 1),nan -> NULL (fouten: 1),nan -> NULL (fouten: 1),,,NaT -> NULL (fouten: 1),<NA> -> NULL (fouten: 1),nan -> NULL (fouten: 1),,,onderbemaling -> NULL (fouten: 6),,,,nan -> NULL (fouten: 1),NaT -> NULL (fouten: 1),,,,,,,(fouten: 2),nan -> NULL (fouten: 1),nan -> NULL (fouten: 1),nan -> NULL (fouten: 1),,,nan -> NULL (fouten: 1),nan -> NULL (fouten: 1),,,,,,,False,0.0,0.0,False,False,True,1,2,0;1,0;1,,,aantal pompen = 0;capaciteit = 0,,,2025-06-06T08:52:12.186353
NL.WBHCODE.12.GEMAAL.KGM-Q-29363,KGM-Q-29363,,nan -> NULL (fouten: 1),nan -> NULL (fouten: 1),nan -> NULL (fouten: 1),,,NaT -> NULL (fouten: 1),<NA> -> NULL (fouten: 1),nan -> NULL (fouten: 1),,,onderbemaling -> NULL (fouten: 6),,,,nan -> NULL (fouten: 1),NaT -> NULL (fouten: 1),,,,,,,(fouten: 2),nan -> NULL (fouten: 1),nan -> NULL (fouten: 1),nan -> NULL (fouten: 1),,,nan -> NULL (fouten: 1),nan -> NULL (fouten: 1),,,,,,,False,0.0,0.0,False,False,True,1,2,0;1,0;1,,,aantal pompen = 0;capaciteit = 0,,,2025-06-06T08:52:12.186353
NL.WBHCODE.12.GEMAAL.KGM-JH-2004,KGM-JH-2004,,nan -> NULL (fouten: 1),nan -> NULL (fouten: 1),nan -> NULL (fouten: 1),,,NaT -> NULL (fouten: 1),<NA> -> NULL (fouten: 1),nan -> NULL (fouten: 1),,,onderbemaling -> NULL (fouten: 6),,,,nan -> NULL (fouten: 1),NaT -> NULL (fouten: 1),,,,,,,(fouten: 2),nan -> NULL (fouten: 1),nan -> NULL (fouten: 1),nan -> NULL (fouten: 1),,,nan -> NULL (fouten: 1),nan -> NULL (fouten: 1),,,,,,,False,0.0,0.0,False,False,True,1,2,0;1,0;1,,,aantal pompen = 0;capaciteit = 0,,,2025-06-06T08:52:12.186353
NL.WBHCODE.12.GEMAAL.KGM-Q-20426,KGM-Q-20426,,nan -> NULL (fouten: 1),nan -> NULL (fouten: 1),nan -> NULL (fouten: 1),,,NaT -> NULL (fouten: 1),<NA> -> NULL (fouten: 1),nan -> NULL (fouten: 1),,,afvoergemaal -> NULL (fouten: 6),,,ja -> NULL (fouten: 6),nan -> NULL (fouten: 1),NaT -> NULL (fouten: 1),,,,,,,(fouten: 2),nan -> NULL (fouten: 1),nan -> NULL (fouten: 1),nan -> NULL (fouten: 1),,,nan -> NULL (fouten: 1),nan -> NULL (fouten: 1),,,,,,,False,0.0,0.0,False,False,True,1,2,0;1,0;1,,,aantal pompen = 0;capaciteit = 0,,,2025-06-06T08:52:12.186353
NL.WBHCODE.12.GEMAAL.KGM-Q-29365,KGM-Q-29365,,nan -> NULL (fouten: 1),nan -> NULL (fouten: 1),nan -> NULL (fouten: 1),,,NaT -> NULL (fouten: 1),<NA> -> NULL (fouten: 1),nan -> NULL (fouten: 1),,,onderbemaling -> NULL (fouten: 6),,,,nan -> NULL (fouten: 1),NaT -> NULL (fouten: 1),,,,,,,(fouten: 2),nan -> NULL (fouten: 1),nan -> NULL (fouten: 1),nan -> NULL (fouten: 1),,,nan -> NULL (fouten: 1),nan -> NULL (fouten: 1),,,,,,,False,0.0,0.0,False,False,True,1,2,0;1,0;1,,,aantal pompen = 0;capaciteit = 0,,,2025-06-06T08:52:12.186353
NL.WBHCODE.12.GEMAAL.KGM-Q-29366,KGM-Q-29366,,nan -> NULL (fouten: 1),nan -> NULL (fouten: 1),nan -> NULL (fouten: 1),,,NaT -> NULL (fouten: 1),<NA> -> NULL (fouten: 1),nan -> NULL (fouten: 1),,,onderbemaling -> NULL (fouten: 6),,,,nan -> NULL (fouten: 1),NaT -> NULL (fouten: 1),,,,,,,(fouten: 2),nan -> NULL (fouten: 1),nan -> NULL (fouten: 1),nan -> NULL (fouten: 1),,,nan -> NULL (fouten: 1),nan -> NULL (fouten: 1),,,,,,,False,0.0,0.0,False,False,True,1,2,0;1,0;1,,,aantal pompen = 0;capaciteit = 0,,,2025-06-06T08:52:12.186353
NL.WBHCODE.12.GEMAAL.KGM-Q-29357,KGM-Q-29357,,nan -> NULL (fouten: 1),nan -> NULL (fouten: 1),nan -> NULL (fouten: 1),,,NaT -> NULL (fouten: 1),<NA> -> NULL (fouten: 1),nan -> NULL (fouten: 1),,,onderbemaling -> NULL (fouten: 6),,,,nan -> NULL (fouten: 1),NaT -> NULL (fouten: 1),,,,,,,(fouten: 2),nan -> NULL (fouten: 1),nan -> NULL (fouten: 1),nan -> NULL (fouten: 1),,,nan -> NULL (fouten: 1),nan -> NULL (fouten: 1),,,,,,,False,0.0,0.0,False,False,True,1,2,0;1,0;1,,,aantal pompen = 0;capaciteit = 0,,,2025-06-06T08:52:12.186353
NL.WBHCODE.12.GEMAAL.KGM-Q-29368,KGM-Q-29368,,nan -> NULL (fouten: 1),nan -> NULL (fouten: 1),nan -> NULL (fouten: 1),,,NaT -> NULL (fouten: 1),<NA> -> NULL (fouten: 1),nan -> NULL (fouten: 1),,,onderbemaling -> NULL (fouten: 6),,,,nan -> NULL (fouten: 1),NaT -> NULL (fouten: 1),,,,,,,(fouten: 2),nan -> NULL (fouten: 1),nan -> NULL (fouten: 1),nan -> NULL (fouten: 1),,,nan -> NULL (fouten: 1),nan -> NULL (fouten: 1),,,,,,,False,0.0,0.0,False,False,True,1,2,0;1,0;1,,,aantal pompen = 0;capaciteit = 0,,,2025-06-06T08:52:12.186353
NL.WBHCODE.12.GEMAAL.KGM-Q-29356,KGM-Q-29356,,nan -> NULL (fouten: 1),nan -> NULL (fouten: 1),nan -> NULL (fouten: 1),,,NaT -> NULL (fouten: 1),<NA> -> NULL (fouten: 1),nan -> NULL (fouten: 1),,,onderbemaling -> NULL (fouten: 6),,,,nan -> NULL (fouten: 1),NaT -> NULL (fouten: 1),,,,,,,(fouten: 2),nan -> NULL (fouten: 1),nan -> NULL (fouten: 1),nan -> NULL (fouten: 1),,,nan -> NULL (fouten: 1),nan -> NULL (fouten: 1),,,,,,,False,0.0,0.0,False,False,True,1,2,0;1,0;1,,,aantal pompen = 0;capaciteit = 0,,,2025-06-06T08:52:12.186353
NL.WBHCODE.12.GEMAAL.KGM-JH-2002,KGM-JH-2002,,nan -> NULL (fouten: 1),nan -> NULL (fouten: 1),nan -> NULL (fouten: 1),,,NaT -> NULL (fouten: 1),<NA> -> NULL (fouten: 1),nan -> NULL (fouten: 1),,,onderbemaling -> NULL (fouten: 6),,,,nan -> NULL (fouten: 1),NaT -> NULL (fouten: 1),,,,,,,(fouten: 2),nan -> NULL (fouten: 1),nan -> NULL (fouten: 1),nan -> NULL (fouten: 1),,,nan -> NULL (fouten: 1),nan -> NULL (fouten: 1),,,,,,,False,0.0,0.0,False,False,True,1,2,0;1,0;1,,,aantal pompen = 0;capaciteit = 0,,,2025-06-06T08:52:12.186353
NL.WBHCODE.12.GEMAAL.KGM-Q-29359,KGM-Q-29359,,nan -> NULL (fouten: 1),nan -> NULL (fouten: 1),nan -> NULL (fouten: 1),,,NaT -> NULL (fouten: 1),<NA> -> NULL (fouten: 1),nan -> NULL (fouten: 1),,,onderbemaling -> NULL (fouten: 6),,,,nan -> NULL (fouten: 1),NaT -> NULL (fouten: 1),,,,,,,(fouten: 2),nan -> NULL (fouten: 1),nan -> NULL (fouten: 1),nan -> NULL (fouten: 1),,,nan -> NULL (fouten: 1),nan -> NULL (fouten: 1),,,,,,,False,0.0,0.0,False,False,True,1,2,0;1,0;1,,,aantal pompen = 0;capaciteit = 0,,,2025-06-06T08:52:12.186353
NL.WBHCODE.12.GEMAAL.KGM-Q-29358,KGM-Q-29358,,nan -> NULL (fouten: 1),nan -> NULL (fouten: 1),nan -> NULL (fouten: 1),,,NaT -> NULL (fouten: 1),<NA> -> NULL (fouten: 1),nan -> NULL (fouten: 1),,,onderbemaling -> NULL (fouten: 6),,,,nan -> NULL (fouten: 1),NaT -> NULL (fouten: 1),,,,,,,(fouten: 2),nan -> NULL (fouten: 1),nan -> NULL (fouten: 1),nan -> NULL (fouten: 1),,,nan -> NULL (fouten: 1),nan -> NULL (fouten: 1),,,,,,,False,0.0,0.0,False,False,True,1,2,0;1,0;1,,,aantal pompen = 0;capaciteit = 0,,,2025-06-06T08:52:12.186353
NL.WBHCODE.12.GEMAAL.KGM-Q-29367,KGM-Q-29367,,nan -> NULL (fouten: 1),nan -> NULL (fouten: 1),nan -> NULL (fouten: 1),,,NaT -> NULL (fouten: 1),<NA> -> NULL (fouten: 1),nan -> NULL (fouten: 1),,,onderbemaling -> NULL (fouten: 6),,,,nan -> NULL (fouten: 1),NaT -> NULL (fouten: 1),,,,,,,(fouten: 2),nan -> NULL (fouten: 1),nan -> NULL (fouten: 1),nan -> NULL (fouten: 1),,,nan -> NULL (fouten: 1),nan -> NULL (fouten: 1),,,,,,,False,0.0,0.0,False,False,True,1,2,0;1,0;1,,,aantal pompen = 0;capaciteit = 0,,,2025-06-06T08:52:12.186353
NL.WBHCODE.12.GEMAAL.KGM-Q-20403,KGM-Q-20403,,nan -> NULL (fouten: 1),nan -> NULL (fouten: 1),nan -> NULL (fouten: 1),,,NaT -> NULL (fouten: 1),<NA> -> NULL (fouten: 1),nan -> NULL (fouten: 1),,,afvoergemaal -> NULL (fouten: 6),,,,nan -> NULL (fouten: 1),NaT -> NULL (fouten: 1),,,,,,,(fouten: 2),nan -> NULL (fouten: 1),nan -> NULL (fouten: 1),nan -> NULL (fouten: 1),,,nan -> NULL (fouten: 1),nan -> NULL (fouten: 1),,,,,,,False,0.0,0.0,False,False,True,1,2,0;1,0;1,,,aantal pompen = 0;capaciteit = 0,,,2025-06-06T08:52:12.186353
NL.WBHCODE.12.GEMAAL.KGM-Q-29289,KGM-Q-29289,,nan -> NULL (fouten: 1),nan -> NULL (fouten: 1),nan -> NULL (fouten: 1),,,NaT -> NULL (fouten: 1),<NA> -> NULL (fouten: 1),nan -> NULL (fouten: 1),,,onderbemaling -> NULL (fouten: 6),,,,nan -> NULL (fouten: 1),NaT -> NULL (fouten: 1),,,,,,,(fouten: 2),nan -> NULL (fouten: 1),nan -> NULL (fouten: 1),nan -> NULL (fouten: 1),,,nan -> NULL (fouten: 1),nan -> NULL (fouten: 1),,,,,,,False,0.0,0.0,False,False,True,1,2,0;1,0;1,,,aantal pompen = 0;capaciteit = 0,,,2025-06-06T08:52:12.186353
NL.WBHCODE.12.GEMAAL.KGM-Q-29248,KGM-Q-29248,,nan -> NULL (fouten: 1),nan -> NULL (fouten: 1),nan -> NULL (fouten: 1),,,NaT -> NULL (fouten: 1),<NA> -> NULL (fouten: 1),nan -> NULL (fouten: 1),,,onderbemaling -> NULL (fouten: 6),,,,nan -> NULL (fouten: 1),NaT -> NULL (fouten: 1),,,,,,,(fouten: 2),nan -> NULL (fouten: 1),nan -> NULL (fouten: 1),nan -> NULL (fouten: 1),,,nan -> NULL (fouten: 1),nan -> NULL (fouten: 1),,,,,,,False,0.0,0.0,False,False,True,1,2,0;1,0;1,,,aantal pompen = 0;capaciteit = 0,,,2025-06-06T08:52:12.186353
NL.WBHCODE.12.GEMAAL.KGM-Q-20425,KGM-Q-20425,,nan -> NULL (fouten: 1),nan -> NULL (fouten: 1),nan -> NULL (fouten: 1),,,NaT -> NULL (fouten: 1),<NA> -> NULL (fouten: 1),nan -> NULL (fouten: 1),,,afvoergemaal -> NULL (fouten: 6),,,,nan -> NULL (fouten: 1),NaT -> NULL (fouten: 1),,,,,,,(fouten: 2),nan -> NULL (fouten: 1),nan -> NULL (fouten: 1),nan -> NULL (fouten: 1),,,nan -> NULL (fouten: 1),nan -> NULL (fouten: 1),,,,,,,False,0.0,0.0,False,False,True,1,2,0;1,0;1,,,aantal pompen = 0;capaciteit = 0,,,2025-06-06T08:52:12.186353
NL.WBHCODE.12.GEMAAL.KGM-Q-29297,KGM-Q-29297,,nan -> NULL (fouten: 1),nan -> NULL (fouten: 1),nan -> NULL (fouten: 1),,,NaT -> NULL (fouten: 1),<NA> -> NULL (fouten: 1),nan -> NULL (fouten: 1),,,onderbemaling -> NULL (fouten: 6),,,,nan -> NULL (fouten: 1),NaT -> NULL (fouten: 1),,,,,,,(fouten: 2),nan -> NULL (fouten: 1),nan -> NULL (fouten: 1),nan -> NULL (fouten: 1),,,nan -> NULL (fouten: 1),nan -> NULL (fouten: 1),,,,,,,False,0.0,0.0,False,False,True,1,2,0;1,0;1,,,aantal pompen = 0;capaciteit = 0,,,2025-06-06T08:52:12.186353
NL.WBHCODE.12.GEMAAL.KGM-Q-29284,KGM-Q-29284,,nan -> NULL (fouten: 1),nan -> NULL (fouten: 1),nan -> NULL (fouten: 1),,,NaT -> NULL (fouten: 1),<NA> -> NULL (fouten: 1),nan -> NULL (fouten: 1),,,onderbemaling -> NULL (fouten: 6),,,,nan -> NULL (fouten: 1),NaT -> NULL (fouten: 1),,,,,,,(fouten: 2),nan -> NULL (fouten: 1),nan -> NULL (fouten: 1),nan -> NULL (fouten: 1),,,nan -> NULL (fouten: 1),nan -> NULL (fouten: 1),,,,,,,False,0.0,0.0,False,False,True,1,2,0;1,0;1,,,aantal pompen = 0;capaciteit = 0,,,2025-06-06T08:52:12.186353
NL.WBHCODE.12.GEMAAL.KGM-Q-29288,KGM-Q-29288,,nan -> NULL (fouten: 1),nan -> NULL (fouten: 1),nan -> NULL (fouten: 1),,,NaT -> NULL (fouten: 1),<NA> -> NULL (fouten: 1),nan -> NULL (fouten: 1),,,onderbemaling -> NULL (fouten: 6),,,,nan -> NULL (fouten: 1),NaT -> NULL (fouten: 1),,,,,,,(fouten: 2),nan -> NULL (fouten: 1),nan -> NULL (fouten: 1),nan -> NULL (fouten: 1),,,nan -> NULL (fouten: 1),nan -> NULL (fouten: 1),,,,,,,False,0.0,0.0,False,False,True,1,2,0;1,0;1,,,aantal pompen = 0;capaciteit = 0,,,2025-06-06T08:52:12.186353
NL.WBHCODE.12.GEMAAL.KGM-Q-20424,KGM-Q-20424,,nan -> NULL (fouten: 1),nan -> NULL (fouten: 1),nan -> NULL (fouten: 1),,,NaT -> NULL (fouten: 1),<NA> -> NULL (fouten: 1),nan -> NULL (fouten: 1),,,afvoergemaal -> NULL (fouten: 6),,,ja -> NULL (fouten: 6),nan -> NULL (fouten: 1),NaT -> NULL (fouten: 1),,,,,,,(fouten: 2),nan -> NULL (fouten: 1),nan -> NULL (fouten: 1),nan -> NULL (fouten: 1),,,nan -> NULL (fouten: 1),nan -> NULL (fouten: 1),,,,,,,False,0.0,0.0,False,False,True,1,2,0;1,0;1,,,aantal pompen = 0;capaciteit = 0,,,2025-06-06T08:52:12.186353
NL.WBHCODE.12.GEMAAL.KGM-W-22,KGM-W-22,,nan -> NULL (fouten: 1),nan -> NULL (fouten: 1),nan -> NULL (fouten: 1),,,NaT -> NULL (fouten: 1),<NA> -> NULL (fouten: 1),nan -> NULL (fouten: 1),,,onderbemaling -> NULL (fouten: 6),,,,nan -> NULL (fouten: 1),NaT -> NULL (fouten: 1),,,,,,,(fouten: 2),nan -> NULL (fouten: 1),nan -> NULL (fouten: 1),nan -> NULL (fouten: 1),,,nan -> NULL (fouten: 1),nan -> NULL (fouten: 1),,,,,,,False,0.0,0.0,False,False,True,1,2,0;1,0;1,,,aantal pompen = 0;capaciteit = 0,,,2025-06-06T08:52:12.186353
NL.WBHCODE.12.GEMAAL.KGM-Q-29285,KGM-Q-29285,,nan -> NULL (fouten: 1),nan -> NULL (fouten: 1),nan -> NULL (fouten: 1),,,NaT -> NULL (fouten: 1),<NA> -> NULL (fouten: 1),nan -> NULL (fouten: 1),,,onderbemaling -> NULL (fouten: 6),,,,nan -> NULL (fouten: 1),NaT -> NULL (fouten: 1),,,,,,,(fouten: 2),nan -> NULL (fouten: 1),nan -> NULL (fouten: 1),nan -> NULL (fouten: 1),,,nan -> NULL (fouten: 1),nan -> NULL (fouten: 1),,,,,,,False,0.0,0.0,False,False,True,1,2,0;1,0;1,,,aantal pompen = 0;capaciteit = 0,,,2025-06-06T08:52:12.186353
NL.WBHCODE.12.GEMAAL.KGM-Q-29283,KGM-Q-29283,,nan -> NULL (fouten: 1),nan -> NULL (fouten: 1),nan -> NULL (fouten: 1),,,NaT -> NULL (fouten: 1),<NA> -> NULL (fouten: 1),nan -> NULL (fouten: 1),,,onderbemaling -> NULL (fouten: 6),,,,nan -> NULL (fouten: 1),NaT -> NULL (fouten: 1),,,,,,,(fouten: 2),nan -> NULL (fouten: 1),nan -> NULL (fouten: 1),nan -> NULL (fouten: 1),,,nan -> NULL (fouten: 1),nan -> NULL (fouten: 1),,,,,,,False,0.0,0.0,False,False,True,1,2,0;1,0;1,,,aantal pompen = 0;capaciteit = 0,,,2025-06-06T08:52:12.186353
NL.WBHCODE.12.GEMAAL.KGM-Q-29269,KGM-Q-29269,,nan -> NULL (fouten: 1),nan -> NULL (fouten: 1),nan -> NULL (fouten: 1),,,NaT -> NULL (fouten: 1),<NA> -> NULL (fouten: 1),nan -> NULL (fouten: 1),,,onderbemaling -> NULL (fouten: 6),,,,nan -> NULL (fouten: 1),NaT -> NULL (fouten: 1),,,,,,,(fouten: 2),nan -> NULL (fouten: 1),nan -> NULL (fouten: 1),nan -> NULL (fouten: 1),,,nan -> NULL (fouten: 1),nan -> NULL (fouten: 1),,,,,,,False,0.0,0.0,False,False,True,1,2,0;1,0;1,,,aantal pompen = 0;capaciteit = 0,,,2025-06-06T08:52:12.186353
NL.WBHCODE.12.GEMAAL.KGM-Q-20412,KGM-Q-20412,,nan -> NULL (fouten: 1),nan -> NULL (fouten: 1),nan -> NULL (fouten: 1),,,NaT -> NULL (fouten: 1),<NA> -> NULL (fouten: 1),nan -> NULL (fouten: 1),,,afvoergemaal -> NULL (fouten: 6),,,,nan -> NULL (fouten: 1),NaT -> NULL (fouten: 1),,,,,,,(fouten: 2),nan -> NULL (fouten: 1),nan -> NULL (fouten: 1),nan -> NULL (fouten: 1),,,nan -> NULL (fouten: 1),nan -> NULL (fouten: 1),,,,,,,False,0.0,0.0,False,False,True,1,2,0;1,0;1,,,aantal pompen = 0;capaciteit = 0,,,2025-06-06T08:52:12.186353
NL.WBHCODE.12.GEMAAL.KGM-Q-20413,KGM-Q-20413,,nan -> NULL (fouten: 1),nan -> NULL (fouten: 1),nan -> NULL (fouten: 1),,,NaT -> NULL (fouten: 1),<NA> -> NULL (fouten: 1),nan -> NULL (fouten: 1),,,afvoergemaal -> NULL (fouten: 6),,,ja -> NULL (fouten: 6),nan -> NULL (fouten: 1),NaT -> NULL (fouten: 1),,,,,,,(fouten: 2),nan -> NULL (fouten: 1),nan -> NULL (fouten: 1),nan -> NULL (fouten: 1),,,nan -> NULL (fouten: 1),nan -> NULL (fouten: 1),,,,,,,False,0.0,0.0,False,False,True,1,2,0;1,0;1,,,aantal pompen = 0;capaciteit = 0,,,2025-06-06T08:52:12.186353
NL.WBHCODE.12.GEMAAL.KGM-Q-29270,KGM-Q-29270,,nan -> NULL (fouten: 1),nan -> NULL (fouten: 1),nan -> NULL (fouten: 1),,,NaT -> NULL (fouten: 1),<NA> -> NULL (fouten: 1),nan -> NULL (fouten: 1),,,onderbemaling -> NULL (fouten: 6),,,,nan -> NULL (fouten: 1),NaT -> NULL (fouten: 1),,,,,,,(fouten: 2),nan -> NULL (fouten: 1),nan -> NULL (fouten: 1),nan -> NULL (fouten: 1),,,nan -> NULL (fouten: 1),nan -> NULL (fouten: 1),,,,,,,False,0.0,0.0,False,False,True,1,2,0;1,0;1,,,aantal pompen = 0;capaciteit = 0,,,2025-06-06T08:52:12.186353
NL.WBHCODE.12.GEMAAL.KGM-Q-20233,KGM-Q-20233,,nan -> NULL (fouten: 1),nan -> NULL (fouten: 1),nan -> NULL (fouten: 1),,,NaT -> NULL (fouten: 1),<NA> -> NULL (fouten: 1),nan -> NULL (fouten: 1),,,onderbemaling -> NULL (fouten: 6),,,,nan -> NULL (fouten: 1),NaT -> NULL (fouten: 1),,,,,,,(fouten: 2),nan -> NULL (fouten: 1),nan -> NULL (fouten: 1),nan -> NULL (fouten: 1),,,nan -> NULL (fouten: 1),nan -> NULL (fouten: 1),,,,,,,False,0.0,0.0,False,False,True,1,2,0;1,0;1,,,aantal pompen = 0;capaciteit = 0,,,2025-06-06T08:52:12.186353
